text,facebookUrl,time,locations,snippet
Any group hikes coming up?,https://www.facebook.com/groups/915752951841503/,2024-10-12T18:36:55,[],
,https://www.facebook.com/groups/915752951841503/,2024-10-12T04:13:31,[],
,https://www.facebook.com/groups/915752951841503/,2024-10-12T04:10:55,[],
Today I learned 😮 Comment with a fact about Virginia wildlife ❤️,https://www.facebook.com/groups/557017865207812,2025-06-24T13:07:58,['Virginia'],fact about Virginia wildlife
"10 miles today split up between the Bull Run Mountain Preserve, Riverside Park, and Whitney State Forest all near Haymarket / Warrenton off of 66 in VA. Puts me at my weekly goal of 40 miles with 26 of them being on trails after hiking at Leopold's Preserve on Thursday and Monocacy National Battlefield near Frederick last Sunday. Lots of shady tree cover and only about 700 feet of elevation gain at Bull Run Mountains Preserve, but note it's only open Fridays through Sundays.",https://www.facebook.com/groups/557017865207812,2025-06-22T02:40:43,"['Bull Run Mountain Preserve', 'Riverside Park', 'Whitney State Forest', 'Haymarket', 'Warrenton', ""Leopold's Preserve"", 'Monocacy National Battlefield', 'Frederick']","Bull Run Mountain Preserve, Riverside Park, and Whitney State Forest"
A member of our page recently tried to share this from Breaks Interstate Park. I could not find the original post but wanted to share the info. It's perfect weather to be outdoors!,https://www.facebook.com/groups/915752951841503/,2024-10-12T00:45:02,['Breaks Interstate Park'],share this from Breaks Interstate Park
Dies anyone know if the Creeper trail has been compromised because of the storm? I'd like to thru hike it in a couple of weeks.,https://www.facebook.com/groups/915752951841503/,2024-10-12T00:42:50,['Creeper Trail'],Creeper trail has been compromised
"Please help get our trails back in shape! With so many closed, we are fortunate to still have access at Flag Rock.",https://www.facebook.com/groups/915752951841503/,2024-10-06T17:04:30,['Flag Rock'],access at Flag Rock
"Six miles at Leopold's Preserve today in Haymarket, VA. Easy access from the D.C. metropolitan region. Two large parking areas across from each other. There's a 4 mile loop, a .8 mile side loop, some smaller loops, and about a third a mile of trails by the wetlands. It was great to watch the thunderstorms roll in from the mountains over into the piedmont wetlands around 4PM. Food from Ghosted Concepts ghost kitchen / food truck inside the Cookies & Cream ice cream parlor in Haymarket was very tasty afterward.",https://www.facebook.com/groups/557017865207812,2025-06-19T23:34:01,"[""Leopold's Preserve"", 'Haymarket', 'D.C.', 'piedmont wetlands']",Six miles at Leopold's Preserve today in Haymarket
"Let's welcome our new members!
Rita Barnes,
Singith Nuwanga Perera,
Evangelist Chris Todd,
Ty Moran,
Thalia Beaumont,
Micheala Russell,
Mangyan Walker,
Irina  Pylaeva,
Joseph Rivera,
Randall George,
Shelby Welch,
Chris Goldstein",https://www.facebook.com/groups/557017865207812,2025-06-17T23:04:33,[],
Today I learned 😮 Comment with a fact about Virginia wildlife ❤️,https://www.facebook.com/groups/557017865207812,2025-06-17T12:58:07,['Virginia'],fact about Virginia wildlife
,https://www.facebook.com/groups/915752951841503/,2024-09-26T07:11:32,[],
"This hike is in Tennessee but it's only about an hour and half drive from Norton, Va.",https://www.facebook.com/groups/915752951841503/,2024-09-22T08:44:03,"['Tennessee', 'Norton']",This hike is in Tennessee
Stony Falls very dry. Snapped this a few days ago. We really need the rain,https://www.facebook.com/groups/915752951841503/,2024-09-15T15:57:08,[],
Crossed the Potomac today to check out Monocacy national battlefield. About 10 miles through all the farms and forests. *Much* more scenic than anticipated! Added to the Beaverdam loop yesterday and Friday's long run puts me at 30 (mostly flat) miles for the weekend.,https://www.facebook.com/groups/557017865207812,2025-06-16T01:24:02,"['Potomac', 'Monocacy National Battlefield', 'Beaverdam Loop']",Crossed the Potomac today to check out Monocacy
Time for Friday favorites! Share this week's favorite...🍔🎵📚,https://www.facebook.com/groups/557017865207812,2025-06-14T12:08:19,[],
"I got a stair workout with a view at Birch Knob Tower in Dickenson County, Virginia — where 183 steps will get you a view of 6 states. This was definitely a highlight of our trip to Dickenson County: https://virginiacounties.blog/dickenson-county-where-daniel-boone-vacationed-with-his-dogs/Have you visited this region of Virginia? #explorevirginia #birchknob",https://www.facebook.com/groups/557017865207812,2025-06-13T15:16:56,"['Birch Knob Tower', 'Dickenson County', 'Virginia']","Birch Knob Tower in Dickenson County, Virginia"
"Took the dogs to Keokee lake trail up to the top of stone mountain.  The lake loop was well maintained,  with two blowdowns on the ""long"" side.  The short side was clear.  The trail to the top of the mountain had been mowed recently!   We didn't make it to High Butte.   The ridge has blowdowns. But should be able to traverse them.  Here is a pic going up to the ridge.",https://www.facebook.com/groups/915752951841503/,2024-09-15T01:03:11,"['Keokee Lake Trail', 'Stone Mountain', 'High Butte']",Took the dogs to Keokee lake trail
Anyone want to hike Keokee to High Butte tomorrow?,https://www.facebook.com/groups/915752951841503/,2024-09-02T00:06:23,"['Keokee', 'High Butte']",hike Keokee to High Butte
,https://www.facebook.com/groups/915752951841503/,2024-08-31T03:08:33,[],
Beautiful falls,https://www.facebook.com/groups/557017865207812,2025-06-13T15:10:52,[],
"Let's welcome our new members!
Billy Haddad,
Wendy Mae,
Amber Ley,
Amy Smith,
Alex Starykh,
Emily Massey,
Samantha Campbell,
Michael Compton,
Courtney Gilliam,
Dina Khouzam,
Benjamin Patrick,
Katherine Hill,
Arielle Cheri,
Becky K Allender,
Lisa Gibson-Chun",https://www.facebook.com/groups/557017865207812,2025-06-10T23:08:16,[],
Today I learned 😮 Comment with a fact about Virginia wildlife ❤️,https://www.facebook.com/groups/557017865207812,2025-06-10T13:03:41,['Virginia'],fact about Virginia wildlife
Any group hikes coming up?,https://www.facebook.com/groups/915752951841503/,2024-08-03T20:56:30,[],
Dragons Tooth via the AT with Odin today.,https://www.facebook.com/groups/915752951841503/,2024-07-27T18:16:57,"['Dragons Tooth', 'Appalachian Trail']",Dragons Tooth via the AT
"We are looking for an area to do engagement pictures that would have a pretty waterfall not too far to walk on the trail . 
Somewhere near Roanoke /Salem area. 
Any ideas of beautiful places ? 
Thanks",https://www.facebook.com/groups/915752951841503/,2024-07-21T23:31:38,"['Roanoke', 'Salem']",Somewhere near Roanoke /Salem area.
"13 miles at Riverbend, Great Falls, etc. mostly on the Potomac Heritage trail today. Another 7 to 10 in the mountains tomorrow. 🌧 ⛰️",https://www.facebook.com/groups/557017865207812,2025-06-07T22:28:18,"['Riverbend', 'Great Falls', 'Potomac Heritage trail']","Riverbend, Great Falls, etc. mostly on the Potomac Heritage trail"
Time for Friday favorites! Share this week's favorite...🍔🎵📚,https://www.facebook.com/groups/557017865207812,2025-06-07T12:02:38,[],
"TGIF! Join us for a fun and scenic hike along the river! Beautiful views, great company, and fresh air—don’t miss out! 🥾🌿🪵🍄 #hiking #nature #free",https://www.facebook.com/groups/557017865207812,2025-06-06T11:44:38,[],
"Mark your calendars for Saturday July 20th, just two weekends away. The Tri-State Outdoors Fest  is a great time to learn about outdoor recreation and trails in our region and a great excuse to visit Cumberland Gap National Historical Park .",https://www.facebook.com/groups/915752951841503/,2024-07-16T20:22:02,['Cumberland Gap National Historical Park'],visit Cumberland Gap National Historical Park
Some pictures from hiking the Appalachian Mountains.,https://www.facebook.com/groups/915752951841503/,2024-07-16T20:22:00,['Appalachian Mountains'],hiking the Appalachian Mountains
https://youtu.be/3Uki5t7-Uk4?si=Qdl0KiHEhqy0aVKR,https://www.facebook.com/groups/915752951841503/,2024-07-16T20:21:57,[],
Looking for early risers who want to do 2.5 miles at Crystal Springs at 7am weekdays :),https://www.facebook.com/groups/915752951841503/,2024-04-17T12:11:30,['Crystal Springs'],2.5 miles at Crystal Springs
"Let's welcome our new members!
Souljourner,
Axel Cox,
Beth Minehart,
Rahman Monishaa,
Abha Agrawal,
Kellson Parker,
Dino Sfreddo,
Jay Gibrall,
Žak Refusenik,
Walker Faison,
Morgan Maire,
Julie Jones,
Shannon Leigh Warren,
Leah Najfach,
Michael Prior,
Steven Smith,
Katie Willis,
Last Light Supply,
Dawn Fielding",https://www.facebook.com/groups/557017865207812,2025-06-03T23:07:13,[],
Today I learned 😮 Comment with a fact about Virginia wildlife ❤️,https://www.facebook.com/groups/557017865207812,2025-06-03T12:52:43,['Virginia'],fact about Virginia wildlife
Sunday Funday! We had an excellent hike at First Landing State Park on Saturday morning. Who is interested in joining our next hike? East Coast Hikers (Meetup Group) Hampton Roads Virginia,https://www.facebook.com/groups/557017865207812,2025-06-01T11:53:38,"['First Landing State Park', 'Hampton Roads', 'Virginia']",hike at First Landing State Park
"Looking for something to do this weekend? Come out to Cumberland Gap for the Tri-State Outdoor Fest! There is a 5k Saturday morning, festival from 10-5 with a guided hike and cave tour. Check out Tri-State Outdoors Fest for more info.",https://www.facebook.com/groups/915752951841503/,2024-07-16T20:21:46,['Cumberland Gap'],Come out to Cumberland Gap for the Tri-State Outdoor Fest!
Support a good cause and gets some trail miles!,https://www.facebook.com/groups/915752951841503/,2024-07-06T20:33:18,[],
"Take A Hike! No, seriously! Get out on your favorite trails and help support the Cumberland Gap Trail Alliance. We are working with trail managers all across our region. We need volunteers and supports from Kentucky, Virginia and Tennessee.",https://www.facebook.com/groups/915752951841503/,2024-06-29T22:36:27,"['Cumberland Gap Trail', 'Kentucky', 'Virginia', 'Tennessee']",support the Cumberland Gap Trail Alliance
,https://www.facebook.com/groups/915752951841503/,2024-06-18T17:23:02,[],
,https://www.facebook.com/groups/915752951841503/,2024-06-14T22:14:11,[],
,https://www.facebook.com/groups/915752951841503/,2024-06-03T20:43:18,[],
Looking to join an individual or group who will be hiking The Channels (Washington Co VA) in June.,https://www.facebook.com/groups/915752951841503/,2024-06-03T17:52:25,"['The Channels', 'Washington County']",hiking The Channels (Washington Co VA)
Anyone know of a guide for hire in the Roanoke area? I have guests interested in a sunrise hike to McAfee Knob later this month but am looking to form a relationship with someone for future outing needs as well. thanks!,https://www.facebook.com/groups/915752951841503/,2024-06-03T13:52:30,"['Roanoke', 'McAfee Knob']",sunrise hike to McAfee Knob
,https://www.facebook.com/groups/915752951841503/,2024-06-01T06:33:35,[],
Time for Friday favorites! Share this week's favorite...🍔🎵📚,https://www.facebook.com/groups/557017865207812,2025-05-31T12:07:43,[],
"Let's welcome our new members!
Ray Tate,
Andrew Timmons,
Hossein Ehsanbakhsh,
Basel Al-khasawneh,
Tracy Marie,
Ashley Hansen,
Steven Norris,
Beverly D Campbell,
Tracy Corporon,
Matthew Ernst,
Kat Montilla,
Chuck Davis,
Ashley Mcc,
Emilie Rose,
Ash Mathews,
Ginger Timmons,
Heather Goodman,
Jordan Jennings,
Danielle Douglass,
Douglas Nessler,
Michael Whetton,
Kristina Jones,
Manasi Chaphalkar",https://www.facebook.com/groups/557017865207812,2025-05-27T22:58:38,[],
Today I learned 😮 Comment with a fact about Virginia wildlife ❤️,https://www.facebook.com/groups/557017865207812,2025-05-27T12:58:29,['Virginia'],fact about Virginia wildlife
,https://www.facebook.com/groups/915752951841503/,2024-05-31T00:24:41,[],
,https://www.facebook.com/groups/915752951841503/,2024-05-29T20:35:38,[],
Went to Breaks Interstate Park yesterday. Pretty views,https://www.facebook.com/groups/915752951841503/,2024-05-24T23:03:29,['Breaks Interstate Park'],Went to Breaks Interstate Park yesterday
Good Tuesday! Hopefully everyone had a great Memorial Day Weekend. Please note the upcoming event! We are planning a Shenandoah National Park Hike on July 26th. Everyone is welcome to join us for the excursion. 🙂 🥾 🍃 🪵,https://www.facebook.com/groups/557017865207812,2025-05-27T12:53:52,['Shenandoah National Park'],Shenandoah National Park Hike
Time for Friday favorites! Share this week's favorite...🍔🎵📚,https://www.facebook.com/groups/557017865207812,2025-05-24T12:07:41,[],
"Let's welcome our new members!
Natalie Eden,
Billy Monroe Poff,
Jade Myers,
Philip Indorf,
Russ Naranjo,
Codi Papcke,
Dan Edwards,
Stephanie Cooper Butler,
Amy Zhang,
Mary Strobel,
Frances Maria,
Eve Nez,
Andie Andrea,
Amber Ann,
Darshit Kumbhani,
Jamie Clark, Realtor. RENE,
Melissa Smeeton,
Tricha Wadsworth,
Pooja Kairamkonda,
Gretchen Keen,
Wanda Parrish,
Riley Petro,
Marissa Vinson,
Megan Rose,
Neil Hicks,
Ivanna Gu,
Sherrie Donohoe Sandegren,
Holli Pavlus Mclamb",https://www.facebook.com/groups/557017865207812,2025-05-20T22:55:52,[],
,https://www.facebook.com/groups/915752951841503/,2024-05-01T20:48:13,[],
Come to our May meeting to plan our next two hikes!,https://www.facebook.com/groups/915752951841503/,2024-04-29T17:53:47,[],
,https://www.facebook.com/groups/915752951841503/,2024-04-18T13:52:51,[],
Today I learned 😮 Comment with a fact about Virginia wildlife ❤️,https://www.facebook.com/groups/557017865207812,2025-05-20T13:04:43,['Virginia'],fact about Virginia wildlife
"Hi, all. I really liked the old format of the original Hiking Upward pdfs for hikes. Since the website is now defunct, the documents are archived here along with a couple hundred other related maps for state parks, national forest areas, etc. for the mid-Atlantic. It's 500 maps and hiking guides in pdf format for the mid-Atlantic, primarily MD, VA, WV, and NC. It's sorted by state and national forest / park like the original website was.

",https://www.facebook.com/groups/557017865207812,2025-05-18T17:16:59,"['MD', 'VA', 'WV', 'NC']","for the mid-Atlantic, primarily MD, VA, WV, and NC"
"Missed meeting up with a Meetup in a remote part of George Washington National Forest due to an overnight power outage, setting me up for a late start... decided to check out some fire road trails today instead. I did 10 miles at Sandy Ridge trail, Squirrel Gap trail, and Squirrel Gap road. Some wonderful mountain laurel today! Shout out to whatever mountain biking event was happening at Great North Mountain today and the aid station that offered me their kindness as I finished up for the day.",https://www.facebook.com/groups/557017865207812,2025-05-17T20:23:25,"['George Washington National Forest', 'Sandy Ridge trail', 'Squirrel Gap trail', 'Squirrel Gap road', 'Great North Mountain']",remote part of George Washington National Forest
,https://www.facebook.com/groups/915752951841503/,2024-04-17T22:02:26,[],
,https://www.facebook.com/groups/915752951841503/,2024-04-17T21:58:05,[],
,https://www.facebook.com/groups/915752951841503/,2024-03-04T22:31:57,[],
Time for Friday favorites! Share this week's favorite...🍔🎵📚,https://www.facebook.com/groups/557017865207812,2025-05-17T12:07:23,[],
Any nude hikers near Charlottesville ?,https://www.facebook.com/groups/557017865207812,2025-05-14T03:23:08,['Charlottesville'],Any nude hikers near Charlottesville ?
"Let's welcome our new members!
MayK,
Zach Zachary,
The Basye House,
Marlene Greenspan,
Caroline ,
Max Read,
Kristel McMaster Ferris,
Logan Meller,
Brittanie Bishop,
Martin Henderson,
Mandy Parker,
John L Patillo,
Javier Latalladi,
Bernadette Sutherland,
Leighton Hayes,
Marlon McCall,
Rhonda Bedsaul,
Cara Burns,
Rehanon Wood,
Ki Ki,
Denise Johnson,
Hope Schnadenberg,
Iva Biggs,
Laura Berry,
Tiffany Daly,
Missy Annie,
John Jones,
Jaime Fisher-Starnes,
Justa Birdie,
Trenton Blake Hindsley,
Tanya Rochelle,
Mable Macias,
Christina Marie,
Ruby Holmes,
Reed & Harper's Outdoor Adventures,
Asha M Hampton",https://www.facebook.com/groups/557017865207812,2025-05-13T22:50:28,[],
,https://www.facebook.com/groups/915752951841503/,2024-04-15T15:25:52,[],
"My son and I are new to Tazewell, VA area. We've had a great time hiking and finding mushrooms here. Any suggestions on trails are greatly appreciated.",https://www.facebook.com/groups/915752951841503/,2024-04-14T17:37:12,"['Tazewell, VA']","new to Tazewell, VA area"
,https://www.facebook.com/groups/915752951841503/,2024-04-05T08:52:00,[],
,https://www.facebook.com/groups/915752951841503/,2024-04-04T17:34:42,[],
I just moved to the Dublin Va area and would like to join a hiking group and meet up on the weekends.,https://www.facebook.com/groups/915752951841503/,2024-04-04T12:56:48,"['Dublin', 'Virginia']",moved to the Dublin Va area
"Good morning all, I’ve been following this group for a while in anticipation of a move to Roanoke (from the coast). I love to hike but in my new role as the owner/innkeeper of the Roanoke Boutique Hotel may not be able to get away as often as I’d like.

The bed & breakfast caters to outdoor enthusiasts. For those days when I have guests who want to hike but I can’t break away to join them, can I share this group’s events with them as options?",https://www.facebook.com/groups/915752951841503/,2024-04-02T12:41:50,['Roanoke'],move to Roanoke (from the coast)
,https://www.facebook.com/groups/819170279191773,2025-09-20T10:16:59,[],
"I've been looking for a fanny pack, and I may have just found it, It's not lite weight but......",https://www.facebook.com/groups/819170279191773,2025-09-19T23:31:56,[],
"Broke my toe today but got all fixed up by our current resident medic, TC. Gotta love hikers 🥾",https://www.facebook.com/groups/819170279191773,2025-09-19T21:10:50,[],
Today I learned 😮 Comment with a fact about Virginia wildlife ❤️,https://www.facebook.com/groups/557017865207812,2025-05-13T12:57:29,['Virginia'],fact about Virginia wildlife
Attention Hikers: Save the Date. We are planning a hike at York River State Park on June 8th. Come joins us for a hike! 🥾,https://www.facebook.com/groups/557017865207812,2025-05-13T11:19:49,['York River State Park'],hike at York River State Park
"10 miles today on the Tuscarora trail at the VA / WV border a bit north of Great North Mountain range. I had planned to hike 12 or 13 miles but had to stop after 10. The Tuscarora gets really overgrown throughout lots of its sections in WV. It can also become impossible to follow without GPS if the blazes areb't frequent enough. I ran into a similar issue at Sleepy Creek WMA last year. I had meant to do Three Ridges Wilderness today, but I slept poorly and couldn't get the early start I had hoped to get for the longer drive to the Blue Ridge Parkway... Still, lovely weather!",https://www.facebook.com/groups/557017865207812,2025-05-10T22:02:13,"['Tuscarora Trail', 'Great North Mountain', 'Sleepy Creek WMA', 'Three Ridges Wilderness', 'Blue Ridge Parkway']",on the Tuscarora trail at the VA / WV border
Cleveland Virginia.,https://www.facebook.com/groups/915752951841503/,2024-04-02T12:41:42,['Cleveland'],Cleveland Virginia
,https://www.facebook.com/groups/915752951841503/,2024-03-24T16:43:57,[],
"Hi! If you’re looking for a hiking club, we’re starting one! 😊 join us!",https://www.facebook.com/groups/915752951841503/,2024-03-24T12:56:12,[],
Simply put-  I am impressed!,https://www.facebook.com/groups/819170279191773,2025-09-19T16:37:02,[],
"Poet's famous hiker breakfast 
with Grillos pickles 😋. 
Thank you, Poet and Hippie Chick. 
#hike #travel #backpack #appalachiantrail #hike #travel #backpack #appalachiantrail",https://www.facebook.com/groups/819170279191773,2025-09-19T11:16:40,['Appalachian Trail'],#appalachiantrail
"Hey all, starting the AT in the spring of 2026. Starting in Georgia and headed nobo! See y’all out there!",https://www.facebook.com/groups/819170279191773,2025-09-19T09:37:47,"['Georgia', 'Appalachian Trail']",starting the AT in the spring of 2026
Time for Friday favorites! Share this week's favorite...🍔🎵📚,https://www.facebook.com/groups/557017865207812,2025-05-10T11:56:37,[],
"Hi all! Thanks for welcoming me into the group. I'm a northeasterner who hiked in Virginia for the first time in April. Your mountains were a delightful change of pace! The Appalachian Trail, which we know well in New England, was a core feature of exploring Virginia too. I went to McAfee Knob on the 13th, made a loop over Pine and Haw Orchard mountains on the 14th, and completed a double out-and-back route with Rogers and Whitetop mountains on the 15th. I thought you'd like to see some of my pictures. Enjoy everyone! Also, after the opening five photos, an AllTrails map precedes the shots for each trek. Let it spur ideas or inspiration. I'll return to the state, for sure. ⛰",https://www.facebook.com/groups/557017865207812,2025-05-08T12:06:09,"['Virginia', 'Appalachian Trail', 'McAfee Knob', 'Pine Mountain', 'Haw Orchard Mountain', 'Rogers Mountain', 'Whitetop Mountain']",hiked in Virginia for the first time
"Let's welcome our new members!
Michael Hoover,
Dillan Pikell,
Glen Lee,
Mack Turner,
విశ్వ సాత్విక,
Johnny Lineberry,
Darby Rachel,
Kimberly Kass,
Francois Kambale,
Trevor Icke,
Kieu Linda,
Staci Wells-Meeker,
Nathan Robbins,
Sara Jane Tankersley,
Medi8 : Your Safe Space For Healing ,
Mark Russell,
Anna Su,
Chance Edwards,
April Stevens,
Katie Blanton,
Jimmy Bradford,
Yulia Moshkariova,
Jeremy W. Montague,
Tanya Coles,
Neal Laurence,
Michael Wright,
Allen Edwards,
Nicole Tumblin,
Amanda Sue Aultman,
LaQuay L Jerkins Sr.,
Maria Kessler,
Jone Rosy,
Evelyn Vlsqz,
Bread and Salt,
Tressie Jean,
Myra Matney Kardatzke,
Abigail Alexis Toledo,
Samia Greenwood,
Kari Sondej Nickos,
Melina Villarreal,
Kirstin Langhoff,
Rodney Witt,
Elizabeth Smith Hostetler",https://www.facebook.com/groups/557017865207812,2025-05-06T23:02:56,[],
Got a new BP yesterday. Getting anxious to get out there.,https://www.facebook.com/groups/915752951841503/,2024-03-11T00:07:40,[],
,https://www.facebook.com/groups/915752951841503/,2024-03-08T01:01:00,[],
"Greetings and salutations fellow hikers.

I am currently in full obsessive hiker gear mode. I am looking for a video or spreadsheet with data regarding gear for the AT. Does anyone have a link with the names and brands of gear that thru hikers used last year or even this year?

Thanks in advance.",https://www.facebook.com/groups/819170279191773,2025-09-19T07:26:28,['AT'],data regarding gear for the AT
,https://www.facebook.com/groups/819170279191773,2025-09-18T19:16:57,[],
,https://www.facebook.com/groups/819170279191773,2025-09-18T11:09:52,[],
Afternoon hike.,https://www.facebook.com/groups/915752951841503/,2024-02-28T03:15:31,[],
"Hi Friends, There's a good podcast episode about hiking in the George Washington & Jefferson National Forests near Blacksburg. Great resource for planning future hikes.
",https://www.facebook.com/groups/915752951841503/,2024-02-28T03:15:14,"['George Washington National Forest', 'Jefferson National Forest', 'Blacksburg']",hiking in the George Washington & Jefferson National Forests near Blacksburg
My coworker Kyle and I got the chance to bring in the new year at a very wintry Grayson Highlands. It was a trip of a lifetime. Hope you’ll consider taking the time to watch to enjoy the snowy views. Thanks! ,https://www.facebook.com/groups/915752951841503/,2024-02-28T03:15:08,['Grayson Highlands'],at a very wintry Grayson Highlands
,https://www.facebook.com/groups/819170279191773,2025-09-18T11:09:07,[],
Hi! I'm new to this group. I recently joined because I’ve always wanted to hike the A T and this coming spring will be my start,https://www.facebook.com/groups/819170279191773,2025-09-18T11:05:46,['A T'],hike the A T
,https://www.facebook.com/groups/819170279191773,2025-09-17T19:56:01,[],
Greetings and salutations fellow hikers. I am 24 hours away from pulling the trigger on DutchWare's Hellbender for my thru hike of 2026. Anyone here with experience in this regard?,https://www.facebook.com/groups/819170279191773,2025-09-17T16:33:14,[],
Golden hour glow over the majestic peaks and vibrant blooms. Moments like these are worth waiting for.,https://www.facebook.com/groups/819170279191773,2025-09-17T10:31:07,[],
"My tent I plan to use on my thru is 7 years old.  It’s been used approximately 10 nights, but not at all in the past 2 years. 

I set it up, hosed it down, and there are no leaks.  The fly still beads. 

Would it be a good idea to treat it with Nikwax waterproofing (or something similar)  anyway due to its age?",https://www.facebook.com/groups/819170279191773,2025-09-16T15:09:29,[],
Today I learned 😮 Comment with a fact about Virginia wildlife ❤️,https://www.facebook.com/groups/557017865207812,2025-05-06T13:06:34,['Virginia'],fact about Virginia wildlife
"Occoquan Bay National Wildlife Refuge!
Went on a long walk today after a rainy morning. Wasn’t expecting a wild turkey to bless me with its presence 🦃. I took a lot of foliage pictures for plant identification 😬🌿🪵.",https://www.facebook.com/groups/557017865207812,2025-05-05T02:46:32,['Occoquan Bay National Wildlife Refuge'],Occoquan Bay National Wildlife Refuge!
Have you hiked High Bridge Trail State Park? The bridge was a true “high point” of our recent road trip. https://virginiacounties.blog/we-are-in-cumberland-county-for-all-the-dog-friendly-stuff/,https://www.facebook.com/groups/557017865207812,2025-05-04T19:21:47,['High Bridge Trail State Park'],Have you hiked High Bridge Trail State Park?
"What is the first thing you do when you wake up? For me is always coffee,  preferably with a nice view in my hammock. Do you have a morning routine in the backcountry before you hit the trails?",https://www.facebook.com/groups/819170279191773,2025-09-15T15:36:41,[],
,https://www.facebook.com/groups/819170279191773,2025-09-15T11:54:37,[],
"I’m having some difficulty understanding quilt ratings.  I have a quilt that is comfort rated for 20 degrees.  I don’t know the limit rating. 

I’m thinking of getting a quilt rated at 0 degrees, but that is the limit rating.  I don’t know the comfort rating.

Which one will be warmer for a male if the temp  is, say 10 degrees?",https://www.facebook.com/groups/819170279191773,2025-09-14T19:44:33,[],
Just moved to the area would love to find friends that my husband and I could Hike with.  We are getting back into hiking been living in FL last 7 years and are a little out of shape.  Thank you.,https://www.facebook.com/groups/915752951841503/,2024-02-28T03:15:00,[],
,https://www.facebook.com/groups/915752951841503/,2024-02-20T15:08:37,[],
,https://www.facebook.com/groups/915752951841503/,2024-02-13T03:05:11,[],
"Great Falls Park go hiking
It’s a bit crowded this weekend, but the sound of water is so soothing!",https://www.facebook.com/groups/557017865207812,2025-05-04T02:24:52,['Great Falls Park'],Great Falls Park go hiking
20 mile day! Hiked 6 miles with a very large group at Bull Run / Occoquan. Lots of dying hemlock unfortunately. Followed it up with a 10 mile run and 4 mile walk near home. Training for a 20 mile day hike with a mile of elevation gain at Long Mountain / Cole Mountain / Mount Pleasant. 20 warm weather miles always feels longer than 26.2 cool miles.  It's a lesson I have to relearn every year. Spring is in full swing!,https://www.facebook.com/groups/557017865207812,2025-05-03T22:43:33,"['Bull Run', 'Occoquan', 'Long Mountain', 'Cole Mountain', 'Mount Pleasant']",Hiked 6 miles at Bull Run / Occoquan
20 mile day! Hiked 6 miles with a very large group at Bull Run / Occoquan. Lots of dying hemlock unfortunately. Followed it up with a 10 mile run and 4 mile walk near home. Training for a 20 mile day hike with a mile of elevation gain at Long Mountain / Cole Mountain / Mount Pleasant. 20 warm weather miles always feels longer than 26.2 cool miles.  It's a lesson I have to relearn every year. Spring is in full swing!,https://www.facebook.com/groups/557017865207812,2025-05-03T22:43:18,"['Bull Run', 'Occoquan', 'Long Mountain', 'Cole Mountain', 'Mount Pleasant']",Hiked 6 miles at Bull Run / Occoquan
"Let’s try to save these shelters in PA.   If Eckville would close.   You would need to go 27 miles before Showering, charging,and a reliable water source",https://www.facebook.com/groups/819170279191773,2025-09-14T02:09:50,"['Eckville', 'PA']",If Eckville would close.
,https://www.facebook.com/groups/819170279191773,2025-09-14T00:52:49,[],
Recommendations on best month to start a SOBO hike?,https://www.facebook.com/groups/819170279191773,2025-09-13T21:38:58,[],
Time for Friday favorites! Share this week's favorite...🍔🎵📚,https://www.facebook.com/groups/557017865207812,2025-05-03T12:07:12,[],
"PMT from Birch’s Knob to Blowing Rock Cliffs
Perfect Day.",https://www.facebook.com/groups/915752951841503/,2023-09-24T00:28:01,"[""Birch's Knob"", 'Blowing Rock Cliffs']",PMT from Birch’s Knob to Blowing Rock Cliffs
"Let's welcome our new members!
Helen 'Boehm' Gladfelter,
Anfernee Xzavier Turner,
David Cain,
Pete Wheeler,
Patricia Anastas,
Julia Caripa,
Mindy Powell,
Adam Wisniewski,
Tylor Spain,
Ginny Fox,
John Chan,
Maile Stackpole,
Rose Luttrell,
Selina Connor,
Will Allen,
Nikki Quesada,
Sarah Rubin,
Mary Beth Meeker,
Matthew Kroon,
April Sage,
Christine Cappa,
Vinay Balineni,
Constant Saint Michel,
Christy Lapihuska,
Mike Bradley,
Jeff Osterberg,
Susan Thomas,
Aria Yavari,
Dexter Soriano,
Kim Hitt,
Eva Lamiano,
Chris Lee,
Stacey Myers,
Stormie Gentry,
Jenn Willard,
Devon Estelle,
Bhairavi Talaulicar,
Bairs Abroad,
Debbie Gregory,
Alexis Samaniego,
Elizabeth Marquardt,
Mike Dgaaz",https://www.facebook.com/groups/557017865207812,2025-04-29T22:52:30,[],
Today I learned 😮 Comment with a fact about Virginia wildlife ❤️,https://www.facebook.com/groups/557017865207812,2025-04-29T12:51:43,['Virginia'],fact about Virginia wildlife
,https://www.facebook.com/groups/915752951841503/,2024-02-12T22:02:00,[],
,https://www.facebook.com/groups/915752951841503/,2024-01-30T15:33:38,[],
Let the record show we did this the hard way! Lol. Hiked up from Hanging Rock to the falls of Little Stony today. Broke trail for three miles before running into people coming from the upper lot at the lower falls.,https://www.facebook.com/groups/915752951841503/,2024-01-22T00:24:19,"['Hanging Rock', 'Little Stony']",Hiked up from Hanging Rock to the falls
"Anyone who has used  the lightweight stove kit with the butane tank , can you give me some idea how long that tank lasts ??",https://www.facebook.com/groups/819170279191773,2025-09-13T02:10:22,[],
,https://www.facebook.com/groups/819170279191773,2025-09-13T00:03:42,[],
Legend has done it.,https://www.facebook.com/groups/819170279191773,2025-09-12T23:09:48,[],
